place;country;date
Kowalewo;pl;20150927
Gdañsk;pl;20150928
Matarnia;pl;20150928
Kielno;pl;20150930
Koleczkowo;pl;20150930
Gdañsk;pl;20151001
Matarnia;pl;20151001
Kielno;pl;20151004
Koleczkowo;pl;20151004
Wiczlino;pl;20151004
Gdynia;pl;20151004
Kielno;pl;20151005
Kielno;pl;20151007
Koleczkowo;pl;20151007
Osowa;pl;20151008
Matarnia;pl;20151008
Koleczkowo;pl;20151009
Bieszkowice;pl;20151009
Osowa;pl;20151012
Matarnia;pl;20151012
Kielno;pl;20151014
Koleczkowo;pl;20151014
Sopot;pl;20151015
Kielno;pl;20151017
Koleczkowo;pl;20151017
Bieszkowice;pl;20151017
Wiczlino;pl;20151017
Gdañsk;pl;20151019
Osowa;pl;20151019
Matarnia;pl;20151019
Kielno;pl;20151021
Koleczkowo;pl;20151021
Kielno;pl;20151024
Kamieñ;pl;20151024
Kowalewo;pl;20151024
Kielno;pl;20151025
Kamieñ;pl;20151025
Chwaszczyno;pl;20151026
Warzenko;pl;20151026
Kielno;pl;20151028
Koleczkowo;pl;20151028
Osowa;pl;20151029
Matarnia;pl;20151029
Kielno;pl;20151031
Kamieñ;pl;20151031
Kowalewo;pl;20151031
Osowa;pl;20151102
Rêbiechowo;pl;20151102
Matarnia;pl;20151102
Osowa;pl;20151104
Chwaszczyno;pl;20151104
Kielno;pl;20151104
Bojano;pl;20151104
Osowa;pl;20151105
Chwaszczyno;pl;20151105
Bojano;pl;20151105
Gdynia;pl;20151105
Kielno;pl;20151107
Koleczkowo;pl;20151107
Wiczlino;pl;20151107
Gdynia;pl;20151107
Osowa;pl;20151108
Matarnia;pl;20151108
Gdañsk;pl;20151108
Kielno;pl;20151111
Kamieñ;pl;20151111
Kowalewo;pl;20151111
Chwaszczyno;pl;20151112
Warzenko;pl;20151112
Osowa;pl;20151114
Chwaszczyno;pl;20151115
Bojano;pl;20151115
Wiczlino;pl;20151115
Gdynia;pl;20151115
Matarnia;pl;20151117
Osowa;pl;20151117
Matarnia;pl;20151118
Osowa;pl;20151118
Gdynia;pl;20151120
Osowa;pl;20151122
Matarnia;pl;20151122
Chwaszczyno;pl;20151124
Warzenko;pl;20151124
Osowa;pl;20151125
Matarnia;pl;20151125
Chwaszczyno;pl;20151127
Warzenko;pl;20151127
Osowa;pl;20151128
Gdañsk;pl;20151128
Osowa;pl;20151129
Gdañsk;pl;20151129
Kielno;pl;20151202
Koleczkowo;pl;20151202
Bojano;pl;20151202
Chwaszczyno;pl;20151203
Warzenko;pl;20151203
Gdañsk;pl;20151205
Otomin;pl;20151205
Osowa;pl;20151205
Kielno;pl;20151206
Koleczkowo;pl;20151206
Wiczlino;pl;20151206
Gdañsk;pl;20151208
Matarnia;pl;20151208
Osowa;pl;20151208
Kielno;pl;20151209
Koleczkowo;pl;20151209
Bojano;pl;20151209
Chwaszczyno;pl;20151212
Tokary;pl;20151212
Warzenko;pl;20151212
Banino;pl;20151214
Miszewo;pl;20151214
Tokary;pl;20151214
Chwaszczyno;pl;20151214
Osowa;pl;20151216
Matarnia;pl;20151216
Osowa;pl;20151218
Chwaszczyno;pl;20151218
Warzenko;pl;20151218
Kielno;pl;20151220
Kamieñ;pl;20151220
Osowa;pl;20151222
Gdañsk;pl;20151222
Gdynia;pl;20151223
Chwaszczyno;pl;20151223
Osowa;pl;20151223
Gdynia;pl;20151225
Kielno;pl;20151227
Koleczkowo;pl;20151227
Wiczlino;pl;20151227
Osowa;pl;20151228
Matarnia;pl;20151228
Matarnia;pl;20151230
Osowa;pl;20151230
Matarnia;pl;20151231
Osowa;pl;20151231
Osowa;pl;20160101
Sopot;pl;20160101
Sopot;pl;20160106
Gdañsk;pl;20160106
Gdañsk;pl;20160107
Matarnia;pl;20160107
Osowa;pl;20160107
Osowa;pl;20160110
Gdañsk;pl;20160110
Gdañsk;pl;20160111
Matarnia;pl;20160111
Osowa;pl;20160111
Gdañsk;pl;20160112
Matarnia;pl;20160112
Osowa;pl;20160112
Osowa;pl;20160113
Chwaszczyno;pl;20160113
Gdañsk;pl;20160114
Gdynia;pl;20160114
Gdynia;pl;20160118
Wiczlino;pl;20160118
£ê¿yce;pl;20160118
Gdynia;pl;20160125
Wiczlino;pl;20160125
£ê¿yce;pl;20160125
Gdynia;pl;20160126
Chwaszczyno;pl;20160126
Osowa;pl;20160126
Gdañsk;pl;20160126
Osowa;pl;20160127
Matarnia;pl;20160127
Matarnia;pl;20160128
Osowa;pl;20160128
Kielno;pl;20160129
Koleczkowo;pl;20160129
Wiczlino;pl;20160129
Kielno;pl;20160131
Koleczkowo;pl;20160131
Wiczlino;pl;20160131
Gdynia;pl;20160201
Wiczlino;pl;20160201
£ê¿yce;pl;20160201
Rumia;pl;20160201
Gdynia;pl;20160202
Wiczlino;pl;20160202
£ê¿yce;pl;20160202
Gdynia;pl;20160203
Wiczlino;pl;20160203
£ê¿yce;pl;20160203
Rumia;pl;20160203
Gdañsk;pl;20160205
Matarnia;pl;20160205
Osowa;pl;20160205
Bojano;pl;20160207
Koleczkowo;pl;20160207
Wiczlino;pl;20160207
Chwaszczyno;pl;20160213
Kielno;pl;20160213
Kamieñ;pl;20160213
Gdañsk;pl;20160220
Matarnia;pl;20160220
Gdañsk;pl;20160221
Matarnia;pl;20160221
Gdañsk;pl;20160223
Kielno;pl;20160224
Koleczkowo;pl;20160224
Wiczlino;pl;20160224
Gdynia;pl;20160225
Koleczkowo;pl;20160225
£ê¿yce;pl;20160225
Rumia;pl;20160225
Kielno;pl;20160227
Koleczkowo;pl;20160227
Wiczlino;pl;20160227
Kielno;pl;20160228
Kamieñ;pl;20160228
Gdynia;pl;20160301
Wiczlino;pl;20160301
£ê¿yce;pl;20160301
Rumia;pl;20160301
Gdynia;pl;20160302
Wiczlino;pl;20160302
Koleczkowo;pl;20160302
Bojano;pl;20160302
Osowa;pl;20160302
Gdynia;pl;20160303
Wiczlino;pl;20160303
Zbychowo;pl;20160303
NowyDwórWejherowski;pl;20160303
Bieszkowice;pl;20160303
Koleczkowo;pl;20160303
Osowa;pl;20160306
Chwaszczyno;pl;20160306
Chwaszczyno;pl;20160307
Kielno;pl;20160307
Koleczkowo;pl;20160307
Wiczlino;pl;20160307
Chwaszczyno;pl;20160308
Kielno;pl;20160308
Chwaszczyno;pl;20160309
Kielno;pl;20160309
Koleczkowo;pl;20160309
Bojano;pl;20160309
Gdañsk;pl;20160311
Matarnia;pl;20160311
Osowa;pl;20160311
Gdañsk;pl;20160313
Matarnia;pl;20160313
Banino;pl;20160313
Miszewo;pl;20160313
Warzno;pl;20160313
Chwaszczyno;pl;20160313
Gdynia;pl;20160314
Wiczlino;pl;20160314
Rumia;pl;20160314
Gdañsk;pl;20160315
Osowa;pl;20160315
Chwaszczyno;pl;20160316
Kielno;pl;20160316
Koleczkowo;pl;20160316
Bojano;pl;20160316
Chwaszczyno;pl;20160318
Kielno;pl;20160318
Koleczkowo;pl;20160318
Wiczlino;pl;20160318
Chwaszczyno;pl;20160320
Kielno;pl;20160320
Koleczkowo;pl;20160320
Wiczlino;pl;20160320
Chwaszczyno;pl;20160321
Kielno;pl;20160321
Koleczkowo;pl;20160321
Wiczlino;pl;20160321
Wiczlino;pl;20160323
Zbychowo;pl;20160323
Gniewowo;pl;20160323
Kielno;pl;20160324
Kamieñ;pl;20160324
Koleczkowo;pl;20160324
Wiczlino;pl;20160324
Kielno;pl;20160326
Kamieñ;pl;20160326
Koleczkowo;pl;20160326
Wiczlino;pl;20160326
Kielno;pl;20160328
Kamieñ;pl;20160328
Szemud;pl;20160328
Gdañsk;pl;20160329
Matarnia;pl;20160329
Osowa;pl;20160329
Chwaszczyno;pl;20160330
Kielno;pl;20160330
Koleczkowo;pl;20160330
Wiczlino;pl;20160330
Gdynia;pl;20160402
Wiczlino;pl;20160402
Koleczkowo;pl;20160402
Bieszkowice;pl;20160402
NowyDwórWejherowski;pl;20160402
Kielno;pl;20160402
Chwaszczyno;pl;20160402
Kielno;pl;20160403
Kamieñ;pl;20160403
Gdynia;pl;20160404
Wiczlino;pl;20160404
Koleczkowo;pl;20160404
Bieszkowice;pl;20160404
NowyDwórWejherowski;pl;20160404
Gniewowo;pl;20160404
Reda;pl;20160404
Rumia;pl;20160404
£ê¿yce;pl;20160404
Chwaszczyno;pl;20160406
Kielno;pl;20160406
Koleczkowo;pl;20160406
Bojano;pl;20160406
£ê¿yce;pl;20160407
Rumia;pl;20160407
Reszki;pl;20160407
Zbychowo;pl;20160407
NowyDwórWejherowski;pl;20160407
Bieszkowice;pl;20160407
Koleczkowo;pl;20160407
£ê¿yce;pl;20160409
Rumia;pl;20160409
Kazimierz;pl;20160409
Mrzezino;pl;20160409
Mosty;pl;20160409
Rewa;pl;20160409
Gdynia;pl;20160409
Kielno;pl;20160410
Kamieñ;pl;20160410
Gdañsk;pl;20160412
Matarnia;pl;20160412
Osowa;pl;20160412
Gdañsk;pl;20160414
Matarnia;pl;20160414
Osowa;pl;20160414
Osowa;pl;20160415
Bojano;pl;20160415
Gdynia;pl;20160415
Osowa;pl;20160416
Kielno;pl;20160416
Kamieñ;pl;20160416
Gdañsk;pl;20160417
Matarnia;pl;20160417
Osowa;pl;20160417
Gdañsk;pl;20160419
Matarnia;pl;20160419
Osowa;pl;20160419
Gdañsk;pl;20160420
Matarnia;pl;20160420
Osowa;pl;20160420
Gdañsk;pl;20160422
Matarnia;pl;20160422
Osowa;pl;20160423
Kielno;pl;20160423
Kamieñ;pl;20160423
Koleczkowo;pl;20160423
Bojano;pl;20160423
Gdañsk;pl;20160425
Kielno;pl;20160426
Koleczkowo;pl;20160426
Bojano;pl;20160426
Tczew;pl;20160428
Piek³o;pl;20160428
Bia³aGóra;pl;20160428
Kwidzyn;pl;20160428
Krzykosy;pl;20160428
Gardeja;pl;20160428
£asin;pl;20160428
Brodnica;pl;20160428
Bachotek;pl;20160428
Bachotek;pl;20160429
Nielbark;pl;20160429
Ciche;pl;20160429
Zbiczno;pl;20160429
Brodnica;pl;20160429
Bachotek;pl;20160430
Brzozie;pl;20160430
NoweMiastoLubawskie;pl;20160430
Nielbark;pl;20160430
Ma³yG³êboczek;pl;20160430
Bachotek;pl;20160501
Brzozie;pl;20160501
Nielbark;pl;20160501
Ciche;pl;20160501
Zbiczno;pl;20160501
Grzmiêca;pl;20160501
Pokrzydowo;pl;20160501
Bachotek;pl;20160502
Kurzêtnik;pl;20160502
Biskupiec;pl;20160502
Kisielice;pl;20160502
Prabuty;pl;20160502
Miko³ajkiPomorskie;pl;20160502
StaryTarg;pl;20160502
Malbork;pl;20160502
Osowa;pl;20160503
Kielno;pl;20160503
Kamieñ;pl;20160503
Osowa;pl;20160506
Kielno;pl;20160506
Kamieñ;pl;20160506
Wiczlino;pl;20160506
Osowa;pl;20160507
Kielno;pl;20160507
Kamieñ;pl;20160507
Szemud;pl;20160507
Kielno;pl;20160508
Kamieñ;pl;20160508
Kowalewo;pl;20160508
Kielno;pl;20160510
Koleczkowo;pl;20160510
Wiczlino;pl;20160510
Kielno;pl;20160511
Koleczkowo;pl;20160511
Bojano;pl;20160511
Kielno;pl;20160514
Kamieñ;pl;20160514
Chwaszczyno;pl;20160515
Kielno;pl;20160518
Koleczkowo;pl;20160518
Bojano;pl;20160518
Gdynia;pl;20160519
Wiczlino;pl;20160519
£ê¿yce;pl;20160519
Rumia;pl;20160519
Kielno;pl;20160521
Kamieñ;pl;20160521
Gdynia;pl;20160523
Wiczlino;pl;20160523
Bieszkowice;pl;20160523
NowyDwórWejherowski;pl;20160523
Gdañsk;pl;20160524
Kielno;pl;20160525
Czeczewo;pl;20160525
Banino;pl;20160525
Kielno;pl;20160528
Wiczlino;pl;20160528
Chwaszczyno;pl;20160528
Kielno;pl;20160529
Kamieñ;pl;20160529
Kielno;pl;20160530
Koleczkowo;pl;20160530
Gdynia;pl;20160530
Gdynia;pl;20160531
Koleczkowo;pl;20160531
Kielno;pl;20160531
Kielno;pl;20160601
Koleczkowo;pl;20160601
Bojano;pl;20160601
Kielno;pl;20160604
Kamieñ;pl;20160604
Szemud;pl;20160604
NowyDwórWejherowski;pl;20160604
Bieszkowice;pl;20160604
Koleczkowo;pl;20160604
Wiczlino;pl;20160604
Kielno;pl;20160605
Kamieñ;pl;20160605
Matarnia;pl;20160606
Banino;pl;20160606
Czeczewo;pl;20160606
Kielno;pl;20160606
Koleczkowo;pl;20160606
Wiczlino;pl;20160606
Kielno;pl;20160608
Koleczkowo;pl;20160608
Bojano;pl;20160608
Gdynia;pl;20160609
Wiczlino;pl;20160609
£ê¿yce;pl;20160609
Rumia;pl;20160609
Kielno;pl;20160611
Kamieñ;pl;20160611
Szemud;pl;20160611
NowyDwórWejherowski;pl;20160611
Bieszkowice;pl;20160611
Koleczkowo;pl;20160611
Wiczlino;pl;20160611
Kielno;pl;20160612
Kamieñ;pl;20160612
Gdañsk;pl;20160613
Matarnia;pl;20160613
Osowa;pl;20160613
Kielno;pl;20160615
Koleczkowo;pl;20160615
Bojano;pl;20160615
Gdañsk;pl;20160616
Matarnia;pl;20160616
Osowa;pl;20160616
Gdañsk;pl;20160619
Kielno;pl;20160619
Kamieñ;pl;20160619
Szemud;pl;20160619
NowyDwórWejherowski;pl;20160619
Bieszkowice;pl;20160619
Koleczkowo;pl;20160619
Wiczlino;pl;20160619
Kielno;pl;20160620
Kowalewo;pl;20160620
Kamieñ;pl;20160620
Wiczlino;pl;20160620
Kielno;pl;20160622
Koleczkowo;pl;20160622
Bojano;pl;20160622
Gdañsk;pl;20160623
Matarnia;pl;20160623
Osowa;pl;20160623
Kielno;pl;20160625
Kamieñ;pl;20160625
Kielno;pl;20160626
Koleczkowo;pl;20160626
Bojano;pl;20160626
Osowa;pl;20160627
Banino;pl;20160627
Czeczewo;pl;20160627
K³osowo;pl;20160627
Kielno;pl;20160627
Koleczkowo;pl;20160627
Wiczlino;pl;20160627
Kielno;pl;20160629
Koleczkowo;pl;20160629
Bojano;pl;20160629
Kielno;pl;20160702
Kamieñ;pl;20160702
Szemud;pl;20160702
NowyDwórWejherowski;pl;20160702
Bieszkowice;pl;20160702
Koleczkowo;pl;20160702
Wiczlino;pl;20160702
Kielno;pl;20160703
Kamieñ;pl;20160703
Kowalewo;pl;20160703
Szemud;pl;20160703
Osowa;pl;20160704
Banino;pl;20160704
Miszewo;pl;20160704
Pêpowo;pl;20160704
Le¼no;pl;20160704
Matarnia;pl;20160704
Gdañsk;pl;20160705
Gdañsk;pl;20160707
Matarnia;pl;20160707
Le¼no;pl;20160707
Pêpowo;pl;20160707
Przodkowo;pl;20160707
Czeczewo;pl;20160707
Warzenko;pl;20160707
Osowa;pl;20160707
Chwaszczyno;pl;20160709
Kielno;pl;20160709
Koleczkowo;pl;20160709
Bojano;pl;20160709
Miszewo;pl;20160709
Banino;pl;20160709
Barniewice;pl;20160709
Osowa;pl;20160709
Kielno;pl;20160710
Kamieñ;pl;20160710
Kowalewo;pl;20160710
Gdañsk;pl;20160711
Matarnia;pl;20160711
Osowa;pl;20160711
Gdañsk;pl;20160714
Matarnia;pl;20160714
Osowa;pl;20160714
Mechelinki;pl;20160716
Rumia;pl;20160716
¯elistrzewo;pl;20160716
Po³czyno;pl;20160716
Czymanowo;pl;20160716
Godêtowo;pl;20160716
Roz³azino;pl;20160716
Strzepcz;pl;20160716
Mirachowo;pl;20160716
Miechucino;pl;20160716
BrodnicaGórna;pl;20160716
Chmielno;pl;20160716
Garcz;pl;20160716
Prokowo;pl;20160716
TrzyRzeki;pl;20160716
K³osowo;pl;20160716
Kielno;pl;20160716
Koleczkowo;pl;20160716
Kielno;pl;20160717
Kamieñ;pl;20160717
Kowalewo;pl;20160717
Kielno;pl;20160720
Koleczkowo;pl;20160720
Bojano;pl;20160720
Gdañsk;pl;20160721
Osowa;pl;20160721
Gdañsk;pl;20160722
Matarnia;pl;20160722
Osowa;pl;20160722
Kielno;pl;20160723
Kamieñ;pl;20160723
Kielno;pl;20160724
Kamieñ;pl;20160724
Koleczkowo;pl;20160727
Kielno;pl;20160727
Czeczewo;pl;20160727
TrzyRzeki;pl;20160727
Hopy;pl;20160727
Gdañsk;pl;20160728
Gdañsk;pl;20160729
Krokowa;pl;20160731
¯arnowiec;pl;20160731
Sobieñczyce;pl;20160731
Gdañsk;pl;20160802
Osowa;pl;20160802
Kielno;pl;20160803
Koleczkowo;pl;20160803
Bojano;pl;20160803
Gdynia;pl;20160804
Wiczlino;pl;20160804
£ê¿yce;pl;20160804
Rumia;pl;20160804
Kielno;pl;20160806
Kamieñ;pl;20160806
Solina;pl;20160808
Solina;pl;20160809
£obozew;pl;20160809
CzarnaDolna;pl;20160809
UstjanowaDolna;pl;20160809
Solina;pl;20160813
£obozew;pl;20160813
Polañczyk;pl;20160813
Bukowiec;pl;20160813
Sakowczyk;pl;20160813
Solina;pl;20160814
£obozew;pl;20160814
UstjanowaDolna;pl;20160814
Olszanica;pl;20160814
UherceMineralne;pl;20160814
Myczkowce;pl;20160814
Kielno;pl;20160817
Koleczkowo;pl;20160817
Bojano;pl;20160817
Matarnia;pl;20160818
Osowa;pl;20160818
Kielno;pl;20160820
Kamieñ;pl;20160820
Kielno;pl;20160821
Kamieñ;pl;20160821
Gdañsk;pl;20160823
Matarnia;pl;20160823
Osowa;pl;20160823
Kielno;pl;20160824
Koleczkowo;pl;20160824
Bojano;pl;20160824
Kielno;pl;20160827
Kamieñ;pl;20160827
Bytów;pl;20160828
Borzytuchom;pl;20160828
Kielno;pl;20160831
Kamieñ;pl;20160831
Wiczlino;pl;20160831
Gdañsk;pl;20160901
Matarnia;pl;20160901
Gdañsk;pl;20160902
Gdañsk;pl;20160905
Gdynia;pl;20160907
Wiczlino;pl;20160907
Koleczkowo;pl;20160907
Kielno;pl;20160907
Czeczewo;pl;20160907
Gdañsk;pl;20160907
Gdynia;pl;20160908
Wiczlino;pl;20160908
£ê¿yce;pl;20160908
Rumia;pl;20160908
Reda;pl;20160908
Koleczkowo;pl;20160911
Kielno;pl;20160911
Czeczewo;pl;20160911
TrzyRzeki;pl;20160911
Hopy;pl;20160911
Chwaszczyno;pl;20160911
Osowa;pl;20160911
Gdañsk;pl;20160912
Koleczkowo;pl;20160913
Kielno;pl;20160913
Czeczewo;pl;20160913
Kielno;pl;20160914
Koleczkowo;pl;20160914
Bojano;pl;20160914
Czeczewo;pl;20160915
Przodkowo;pl;20160915
Kielno;pl;20160915
Koleczkowo;pl;20160915
Wiczlino;pl;20160915
Wiczlino;pl;20160916
£ê¿yce;pl;20160916
Rumia;pl;20160916
Mechelinki;pl;20160916
Gdynia;pl;20160916
Barniewice;pl;20160918
Banino;pl;20160918
Miszewo;pl;20160918
Czeczewo;pl;20160918
Warzno;pl;20160918
Kielno;pl;20160918
Koleczkowo;pl;20160918
Wiczlino;pl;20160918
Gdynia;pl;20160919
Gdañsk;pl;20160919
Kielno;pl;20160921
Koleczkowo;pl;20160921
Bojano;pl;20160921
Osowa;pl;20160922
Matarnia;pl;20160922
Gdañsk;pl;20160922
Gdañsk;pl;20160923
Kielno;pl;20160924
Czeczewo;pl;20160924
TrzyRzeki;pl;20160924
Hopy;pl;20160924
Mas³owo;pl;20160924
SytnaGóra;pl;20160924
Przodkowo;pl;20160924
Wiczlino;pl;20160925
Rumia;pl;20160925
Rewa;pl;20160925
Mechelinki;pl;20160925
Osowa;pl;20160927
Gdañsk;pl;20160927
Otomin;pl;20160927
Wiczlino;pl;20160929
Koleczkowo;pl;20160929
Bieszkowice;pl;20160929
Kielno;pl;20161001
Kamieñ;pl;20161001
Szemud;pl;20161001
Kowalewo;pl;20161001
Osowa;pl;20161004
Matarnia;pl;20161004
Gdañsk;pl;20161005
Matarnia;pl;20161005
Matarnia;pl;20161006
Gdañsk;pl;20161006
Kielno;pl;20161009
Koleczkowo;pl;20161009
Wiczlino;pl;20161009
Gdañsk;pl;20161010
Matarnia;pl;20161010
Rêbiechowo;pl;20161010
Osowa;pl;20161010
Gdañsk;pl;20161012
Kielno;pl;20161013
Koleczkowo;pl;20161013
Wiczlino;pl;20161013
Kielno;pl;20161014
Koleczkowo;pl;20161014
Wiczlino;pl;20161014
Gdynia;pl;20161014
Wiczlino;pl;20161017
Koleczkowo;pl;20161017
Kielno;pl;20161017
Czeczewo;pl;20161017
Warzenko;pl;20161017
Wiczlino;pl;20161018
Bojano;pl;20161018
Kielno;pl;20161018
Matarnia;pl;20161019
Osowa;pl;20161019
Gdañsk;pl;20161021
Kielno;pl;20161023
Koleczkowo;pl;20161023
Wiczlino;pl;20161023
Chwaszczyno;pl;20161025
Warzenko;pl;20161025
Wiczlino;pl;20161027
Koleczkowo;pl;20161027
Kielno;pl;20161027
Gdañsk;pl;20161028
Kielno;pl;20161029
Koleczkowo;pl;20161029
Wiczlino;pl;20161029
Bojano;pl;20161030
Koleczkowo;pl;20161030
Wiczlino;pl;20161030
Matarnia;pl;20161104
Osowa;pl;20161104
Kielno;pl;20161105
Czeczewo;pl;20161105
Miszewo;pl;20161105
Kielno;pl;20161106
Kamieñ;pl;20161106
Matarnia;pl;20161108
Osowa;pl;20161108
Matarnia;pl;20161110
Osowa;pl;20161110
Chwaszczyno;pl;20161111
Bojano;pl;20161111
Gdañsk;pl;20161112
Chwaszczyno;pl;20161113
Czeczewo;pl;20161113
Kielno;pl;20161113
Bojano;pl;20161113
Gdynia;pl;20161113
Gdañsk;pl;20161114
Gdañsk;pl;20161116
Osowa;pl;20161116
Matarnia;pl;20161118
Osowa;pl;20161118
Chwaszczyno;pl;20161120
Czeczewo;pl;20161120
Kielno;pl;20161120
Bojano;pl;20161120
Koleczkowo;pl;20161120
Wiczlino;pl;20161120
Gdañsk;pl;20161121
Gdynia;pl;20161122
Bojano;pl;20161122
Gdañsk;pl;20161123
Matarnia;pl;20161123
Osowa;pl;20161123
Osowa;pl;20161124
Matarnia;pl;20161124
Gdañsk;pl;20161124
Gdañsk;pl;20161126
Matarnia;pl;20161126
Osowa;pl;20161126
Bojano;pl;20161127
Koleczkowo;pl;20161127
Wiczlino;pl;20161127
Osowa;pl;20161127
Osowa;pl;20161129
Matarnia;pl;20161129
Gdañsk;pl;20161129
Gdañsk;pl;20161130
Matarnia;pl;20161130
Osowa;pl;20161130
Tokary;pl;20161201
Warzenko;pl;20161201
Osowa;pl;20161201
Osowa;pl;20161202
Gdañsk;pl;20161202
Osowa;pl;20161203
Matarnia;pl;20161203
Chwaszczyno;pl;20161203
Gdynia;pl;20161203
Gdynia;pl;20161204
Gdañsk;pl;20161204
Gdañsk;pl;20161204
Gdynia;pl;20161205
Rumia;pl;20161205
Wiczlino;pl;20161205
Barniewice;pl;20161207
Banino;pl;20161207
Miszewo;pl;20161207
Gdynia;pl;20161207
Gdañsk;pl;20161208
Matarnia;pl;20161208
Bojano;pl;20161209
Wiczlino;pl;20161209
Gdynia;pl;20161209
Koleczkowo;pl;20161211
Wiczlino;pl;20161211
Gdynia;pl;20161211
Gdañsk;pl;20161212
Matarnia;pl;20161212
Osowa;pl;20161212
Gdañsk;pl;20161214
Matarnia;pl;20161214
Tokary;pl;20161215
Chwaszczyno;pl;20161215
Matarnia;pl;20161218
Chwaszczyno;pl;20161218
Gdynia;pl;20161218
Gdañsk;pl;20161219
Rêbiechowo;pl;20161219
Osowa;pl;20161219
Kielno;pl;20161220
Koleczkowo;pl;20161220
Wiczlino;pl;20161220
Gdañsk;pl;20161221
Osowa;pl;20161221
Wiczlino;pl;20161222
Gdynia;pl;20161222
Gdañsk;pl;20161223
Gdañsk;pl;20161225
Gdynia;pl;20161226
Mechelinki;pl;20161226
Gdañsk;pl;20161227
Matarnia;pl;20161227
Gdañsk;pl;20161228
Matarnia;pl;20161228
Gdañsk;pl;20161230
Otomin;pl;20161230
Czeczewo;pl;20161231
Kielno;pl;20161231
Koleczkowo;pl;20161231
Wiczlino;pl;20161231
Osowa;pl;20170101
Matarnia;pl;20170101
Osowa;pl;20170102
Matarnia;pl;20170102
Koleczkowo;pl;20170104
Wiczlino;pl;20170104
Gdañsk;pl;20170105
Gdañsk;pl;20170112
Chwaszczyno;pl;20170112
Gdynia;pl;20170112
Gdynia;pl;20170113
Wiczlino;pl;20170113
£ê¿yce;pl;20170113
Gdynia;pl;20170117
Wiczlino;pl;20170117
£ê¿yce;pl;20170117
Rumia;pl;20170117
Gdañsk;pl;20170118
Bojano;pl;20170118
Koleczkowo;pl;20170118
Wiczlino;pl;20170118
Gdynia;pl;20170118
Gdañsk;pl;20170119
Osowa;pl;20170119
Gdañsk;pl;20170121
Koleczkowo;pl;20170121
Wiczlino;pl;20170121
Gdynia;pl;20170121
Kielno;pl;20170122
Koleczkowo;pl;20170122
Bojano;pl;20170122
Gdañsk;pl;20170122
Gdynia;pl;20170123
Wiczlino;pl;20170123
Bojano;pl;20170123
Gdañsk;pl;20170124
Matarnia;pl;20170124
Osowa;pl;20170124
Gdañsk;pl;20170125
Rêbiechowo;pl;20170125
Osowa;pl;20170125
Gdañsk;pl;20170127
PruszczGdañski;pl;20170127
KrynicaMorska;pl;20170128
K±tyRybackie;pl;20170128
Sztutowo;pl;20170128
Jantar;pl;20170128
Mikoszewo;pl;20170128
PruszczGdañski;pl;20170128
Kielno;pl;20170129
Czeczewo;pl;20170129
Kielno;pl;20170130
Bojano;pl;20170130
Wiczlino;pl;20170201
Rumia;pl;20170201
Gdañsk;pl;20170202
Matarnia;pl;20170202
Wiczlino;pl;20170203
Rumia;pl;20170203
Osowa;pl;20170204
Matarnia;pl;20170204
Gdañsk;pl;20170204
Kielno;pl;20170205
Kamieñ;pl;20170205
Szemud;pl;20170205
NowyDwórWejherowski;pl;20170205
Bieszkowice;pl;20170205
Koleczkowo;pl;20170205
Bojano;pl;20170205
Gdañsk;pl;20170206
Matarnia;pl;20170206
Gdynia;pl;20170206
Gdañsk;pl;20170213
Matarnia;pl;20170213
Gdañsk;pl;20170214
Kowale;pl;20170214
Matarnia;pl;20170214
Osowa;pl;20170214
Gdynia;pl;20170215
Mechelinki;pl;20170215
Rumia;pl;20170215
Matarnia;pl;20170218
Miszewo;pl;20170218
Gdynia;pl;20170218
Gdynia;pl;20170219
Rumia;pl;20170219
Mrzezino;pl;20170219
Wiczlino;pl;20170219
Gdañsk;pl;20170220
Matarnia;pl;20170220
Gdynia;pl;20170221
Wiczlino;pl;20170221
Gdañsk;pl;20170221
Gdañsk;pl;20170222
Kielno;pl;20170224
Koleczkowo;pl;20170224
Wiczlino;pl;20170224
Gdynia;pl;20170224
Chwaszczyno;pl;20170224
Kielno;pl;20170225
Koleczkowo;pl;20170225
Wiczlino;pl;20170225
Gdynia;pl;20170225
Gdañsk;pl;20170225
Kielno;pl;20170226
Czeczewo;pl;20170226
Miszewo;pl;20170226
Matarnia;pl;20170226
Osowa;pl;20170226
Gdañsk;pl;20170227
Gdañsk;pl;20170301
Gdynia;pl;20170301
Rumia;pl;20170301
£ê¿yce;pl;20170301
Wiczlino;pl;20170301
Gdañsk;pl;20170302
Matarnia;pl;20170302
Gdynia;pl;20170303
Rumia;pl;20170303
Mrzezino;pl;20170303
Puck;pl;20170303
Kniewo;pl;20170304
Kniewo;pl;20170304
Rybno;pl;20170304
Czymanowo;pl;20170304
Sobieñczyce;pl;20170304
Krokowa;pl;20170304
Werblinia;pl;20170304
Po³czyno;pl;20170304
Puck;pl;20170304
Puck;pl;20170305
Rzucewo;pl;20170305
Mrzezino;pl;20170305
Rumia;pl;20170305
Gdynia;pl;20170305
Gdañsk;pl;20170306
Gdañsk;pl;20170308
Kielno;pl;20170308
Koleczkowo;pl;20170308
Wiczlino;pl;20170308
Gdañsk;pl;20170310
¦winouj¶cie;pl;20170311
Ahlbeck;de;20170311
Herinsgdorf;de;20170311
Peenemunde;de;20170311
Godêtowo;pl;20170312
